x,y
-50.0,28709.462707600676
-49.49748743718593,27673.079198869313
-48.99497487437186,28019.860012077617
-48.49246231155779,25731.325795163946
-47.98994974874372,27979.720892901725
-47.48743718592965,25524.390607444213
-46.984924623115575,25219.130524194283
-46.482412060301506,30646.227148967253
-45.97989949748744,23958.897333604502
-45.47738693467337,24439.445873683413
-44.9748743718593,22306.70315973647
-44.472361809045225,22334.42642199218
-43.969849246231156,21293.990768586507
-43.46733668341709,16723.24221145799
-42.96482412060301,16981.319827291685
-42.462311557788944,19866.801734683086
-41.959798994974875,18799.611100159884
-41.45728643216081,20473.8519196583
-40.95477386934674,17514.430502513696
-40.45226130653266,15808.83363223234
-39.949748743718594,17471.605220028974
-39.447236180904525,17175.88079657618
-38.94472361809045,17885.57625710185
-38.44221105527638,17056.726122487078
-37.93969849246231,17960.363632125373
-37.437185929648244,16223.30250784628
-36.934673366834176,16502.38471440684
-36.4321608040201,13592.499786482806
-35.92964824120603,13881.778293649872
-35.42713567839196,11663.827015390929
-34.92462311557789,11922.361296002056
-34.42211055276382,12754.410662817229
-33.91959798994975,14239.798022485136
-33.41708542713568,9915.645227848387
-32.91457286432161,8555.957738414305
-32.41206030150754,7701.984256451096
-31.90954773869347,12419.974933415486
-31.4070351758794,8268.698682678249
-30.90452261306533,6533.076851514594
-30.402010050251256,10174.036277460058
-29.899497487437188,10510.356375496365
-29.39698492462312,8533.077312861395
-28.894472361809047,9796.450838317778
-28.391959798994975,10624.75653980182
-27.889447236180906,5523.378164942236
-27.386934673366838,6141.76078830537
-26.884422110552766,4908.6405778991075
-26.381909547738694,6177.327588230047
-25.879396984924625,5221.987226713015
-25.376884422110557,8066.605368450417
-24.874371859296485,8759.186495052592
-24.371859296482413,5808.510579501072
-23.869346733668344,4758.211172253725
-23.366834170854275,4596.865672175166
-22.864321608040203,3638.122569423865
-22.36180904522613,6049.229036934017
-21.859296482412063,5820.413556171692
-21.356783919597994,1714.6414174204992
-20.854271356783922,2658.6420676082334
-20.35175879396985,2671.6473314757336
-19.84924623115578,3326.1455388098125
-19.346733668341713,1796.5388718988993
-18.84422110552764,978.4216963502663
-18.34170854271357,2440.323426050999
-17.8391959798995,5570.924982409628
-17.336683417085432,963.2031363842545
-16.834170854271363,-1730.0838462497895
-16.331658291457288,-935.9976460895282
-15.82914572864322,1871.492960319572
-15.32663316582915,-4351.996162101051
-14.824120603015075,2446.3082814147383
-14.321608040201006,10732.557817073799
